model;params;split;fold;train_begin;train_end;test_begin;test_end;n_test_rows;n_predicted_rows;prediction_coverage;mae;rmse;bias;top_decile_mae;bottom_decile_mae;scarcity_price_mae
lear_model;"{""params_by_hour"": {""0"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""1"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""10"": {""alpha"": 3.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""11"": {""alpha"": 5.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""12"": {""alpha"": 3.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""13"": {""alpha"": 5.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""14"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""15"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""16"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""17"": {""alpha"": 10.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""18"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""19"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""2"": {""alpha"": 0.1, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""20"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""21"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""22"": {""alpha"": 5.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""23"": {""alpha"": 5.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""3"": {""alpha"": 0.3, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""4"": {""alpha"": 3.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""5"": {""alpha"": 3.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""6"": {""alpha"": 5.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""7"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""8"": {""alpha"": 7.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}, ""9"": {""alpha"": 3.0, ""regularization"": ""lasso"", ""target_transform"": ""raw""}}, ""regularization"": ""lasso"", ""target_transform"": ""raw""}";window_prediction;1;2023-12-01 00:00:00+00:00;2025-12-01 00:00:00+00:00;2025-12-01 00:00:00+00:00;2025-12-02 00:00:00+00:00;24;24;1.0;9.03;11.3;3.72;7.44;4.87;
